UserIndex,UserID,CreatedAt,UserName,ScreenName,FollowersCount,FriendsCount,Followers,Friends
378739113,378739113,2019-08-14 17:45:47,CS,ChrisFlaank,72,44,[],[]
379204076,379204076,2019-08-14 19:58:47,Cruz Julián,Cruz_Julian_,369,570,[],[]
380292471,380292471,2019-08-14 20:12:35,Dracular 🇺🇸 Burgerstein,Spacegar,104,362,[],[]
380876523,380876523,2019-08-14 18:53:05,JD,JeanDuma1,1718,1625,[],[]
381546738,381546738,2019-08-14 19:15:35,Bob Laurent,blaurent123,283,90,[],[]
381730282,381730282,2019-08-14 18:51:04,Manuela,Manuela3737,106,61,[],[]
381806169,381806169,2019-08-14 17:45:08,Stephen J. Higgins,tbgstephen,4006,4999,[],[]
382338719,382338719,2019-08-14 18:23:55,Emy Toledo,EmyToledo,605,915,[],[]
382539589,382539589,2019-08-14 19:33:54,Black Egalitarian,Afurakani0,1158,390,[],[]
384005220,384005220,2019-08-14 18:26:08,woitek j,woitekj,6848,4145,[],[]
384321513,384321513,2019-08-15 17:26:29,BuildingSystems,architectwithin,155,886,[],[]
384520938,384520938,2019-08-14 18:10:08,عمر عصام,Omarito2412,702,408,[],[]
385082407,385082407,2019-08-15 16:17:14,Mikell Taylor,MikellTaylor,4073,425,[],[]
385297116,385297116,2019-08-14 19:07:15,Jade Wynn,jadedjade863,247,1999,[],[]
386144584,386144584,2019-08-15 16:16:01,Le Clan Digital,leclandigital,1574,1231,[],[]
386632594,386632594,2019-08-15 18:22:19,Paula Ann,paulaann62,5906,5904,[],[]
386815634,386815634,2019-08-15 17:39:05,antlaurie,LaurieRiewe,189,256,[],[]
387265077,387265077,2019-08-14 20:30:14,DeplorableLori 🇺🇸,ski95252,7264,7745,[],[]
389406613,389406613,2019-08-14 20:04:13,Ryan Feevey,Ryan_Feevey,68,75,[],[]
389518612,389518612,2019-08-15 18:09:43,Justin Smith,jwsmithinfo,74,70,[],[]
390216261,390216261,2019-08-14 18:08:03,St. Elizabeth Ann Seton,TrumpsTheMan45,3169,2986,[],[]
391089969,391089969,2019-08-14 18:20:31,AKMark 🇺🇸,AKMark1,11910,11942,[],[]
391449037,391449037,2019-08-14 19:19:14,Kim LaVanchy,KLaVanchy,374,1612,[],[]
392338015,392338015,2019-08-15 17:53:07,Skywalker,jaatkins,88,1115,[],[]
392371418,392371418,2019-08-14 19:05:04,katrina⭐️⭐️⭐️,cathymichelleha,2252,2468,[],[]
393016397,393016397,2019-08-15 16:30:17,Domo Arigato Mr RoBeto,CerconeChris,94,96,[],[]
393033324,393033324,2019-08-14 19:59:00,Data Science Central,DataScienceCtrl,149294,1109,[],[]
393769753,393769753,2019-08-14 18:23:31,Geoff Funk,Gwf737,137,103,[],[]
393990512,393990512,2019-08-15 18:08:00,Manuel Pestana,ManuelPestana,46,363,[],[]
394498592,394498592,2019-08-14 20:05:58,sam,sammedisam,71,152,[],[]
394557717,394557717,2019-08-14 18:07:17,deven,Dev3n87,244,294,[],[]
395459093,395459093,2019-08-15 16:20:04,Vía Tecnológica,ViaTecnologica,1241,534,[],[]
395528035,395528035,2019-08-14 19:01:28,Carol,CarolLonn7,140,517,[],[]
396055565,396055565,2019-08-14 17:49:43,⭐️⭐️⭐️citizen sailor🇺🇸,1CitizenSailor,9062,9142,[],[]
396092219,396092219,2019-08-14 17:47:46,TruthFrequencyNews,TruthFrqncyNews,2226,675,[],[]
396467182,396467182,2019-08-15 17:06:51,Christina Blomkvist,chrisblomkvist,169,303,[],[]
396622827,396622827,2019-08-14 19:14:19,Sovereignnews,SovereignNews,1917,3586,[],[]
397056559,397056559,2019-08-14 19:44:53,Editor-in-Chief 79,EditorinChief79,271,463,[],[]
397521596,397521596,2019-08-14 18:29:47,Lana Martin,LanaBMartin,179,171,[],[]
398026895,398026895,2019-08-14 19:25:53,King,Kingsley_TKR,454,537,[],[]
398881924,398881924,2019-08-15 16:05:28,OGforReal,occunurse40,901,1352,[],[]
399047139,399047139,2019-08-14 19:49:17,Four20Girl,four20girl,5207,5388,[],[]
399155781,399155781,2019-08-14 20:09:40,Segun Adeniyi,okhulate,108,1315,[],[]
399191051,399191051,2019-08-14 17:48:32,Count Kitty III,MondeoFive,439,1567,[],[]
399426942,399426942,2019-08-14 17:47:33,Seshu,ReddysSeshu,127,477,[],[]
399982150,399982150,2019-08-14 19:09:56,Grumpy,cityguy661,16,95,[],[]
401144129,401144129,2019-08-14 20:09:20,Sam Jacobs,samjbci,1001,90,[],[]
402619653,402619653,2019-08-14 18:48:37,👣 on Mars,Meezhay,1373,1535,[],[]
402800129,402800129,2019-08-15 17:26:24,(λ --- --. .. -.-.)³,cubic_logic,796,588,[],[]
403211452,403211452,2019-08-14 18:32:07,Deplorable FreedomFighter,wendyblessed629,3509,4226,[],[]
404418582,404418582,2019-08-14 18:35:25,mary martha3,marymartha3,339,226,[],[]
404517681,404517681,2019-08-14 20:30:12,Brian Huggins,BHuggy_10,169,386,[],[]
404564926,404564926,2019-08-15 18:37:56,Marcel  Christian,marcel_ade,823,1527,[],[]
404741909,404741909,2019-08-15 18:23:58,Bill Feltham,Preacher_BF,3638,3370,[],[]
405132853,405132853,2019-08-14 20:03:13,Tish,Tish48Fan,88,270,[],[]
407056467,407056467,2019-08-15 16:09:16,Satish Kumar T,satz121,232,45,[],[]
407172652,407172652,2019-08-14 17:50:53,KB in NY⭐️⭐️⭐️,Dogdazetoo,22232,24351,[],[]
407243453,407243453,2019-08-14 19:31:13,Kupunawahine,snot4you,1190,1105,[],[]
408041962,408041962,2019-08-15 16:20:16,TundraHunter,TundraHunter,104,129,[],[]
408645783,408645783,2019-08-14 19:14:26,daniel,dkol87,526,1470,[],[]
408769691,408769691,2019-08-15 17:33:04,Dee Stew 💿💻💿,DjFocus_,2325,2030,[],[]
408955648,408955648,2019-08-14 19:13:31,C,co1nor_,793,891,[],[]
408958640,408958640,2019-08-14 19:03:57,Earl Sullivan,esull9,49,105,[],[]
409428607,409428607,2019-08-14 20:28:36,Toni T Thomas ⭐⭐⭐,GetFit_4Life,1302,1522,[],[]
410069022,410069022,2019-08-14 17:49:51,"Juan Ramos-Cejudo, PhD",RamosCejudo,1265,1596,[],[]
410357407,410357407,2019-08-14 18:21:58,JohnIQSimeon🤔🕵🏽‍♂️🙏🏾,JohnIQSimeon,7042,6465,[],[]
411436648,411436648,2019-08-15 16:31:23,Munyaradzi Munochiveyi,mubrown2000,32,293,[],[]
414809193,414809193,2019-08-14 20:14:15,Cindy✝️🇺🇸Trump2020⭐️⭐️⭐️ WWG1WGA,ThonCindy,4556,4866,[],[]
415016897,415016897,2019-08-15 17:20:14,Anoosh Tech INC,AnooshTech,524,102,[],[]
415782874,415782874,2019-08-14 17:45:36,ZPal,Pal3Z,3959,4178,[],[]
416080776,416080776,2019-08-14 19:18:21,John 🇺🇸 🇺🇸 🇺🇸,MyUncleJohnSays,1343,2080,[],[]
416723234,416723234,2019-08-14 19:03:19,quinn wreggelsworth,qwreggelsworth,3262,4952,[],[]
417712309,417712309,2019-08-14 19:45:05,Karen RungSchumacher,krend11,159,675,[],[]
419951447,419951447,2019-08-15 18:38:50,Aldo Ceccarelli,aldoceccarelli,12413,13102,[],[]
420030851,420030851,2019-08-14 18:27:48,John,sekmet1229,130,58,[],[]
420537199,420537199,2019-08-14 20:15:22,BetaKit,BetaKit,27117,4706,[],[]
420637773,420637773,2019-08-15 17:28:34,Sadeeq Inuwa,Mr_Alsadiq,643,640,[],[]
421714506,421714506,2019-08-14 18:54:04,Adorable Deplorable,Staalsy,104,223,[],[]
422020367,422020367,2019-08-14 19:08:01,steve panagiotes,8tescata,104,148,[],[]
422042605,422042605,2019-08-14 19:10:24,OxBl-oo-d,micere_murimi,433,151,[],[]
422262283,422262283,2019-08-15 17:22:25,Marcela 💕,Marcela4smile,460,2055,[],[]
423063566,423063566,2019-08-15 18:14:15,Deb Haithcock ❌,DHaithcock2,3770,4617,[],[]
423079168,423079168,2019-08-14 18:51:01,Dylan Hunt,abjectyetalive,717,1243,[],[]
423168084,423168084,2019-08-14 17:47:26,No Collusion Chrissie 🇺🇸🇺🇸,cmg1266,9151,9649,[],[]
423567402,423567402,2019-08-14 18:55:37,ClassicalGuitarAlive,_Tony_Morris_,1779,2836,[],[]
424502664,424502664,2019-08-14 20:08:55,Mario Adriasola,AdriasolaMario,10142,4401,[],[]
425591018,425591018,2019-08-14 18:12:04,carm tom,carmt13,135,191,[],[]
426827666,426827666,2019-08-15 17:33:09,rahmatullah ✌,ARahmart,2008,879,[],[]
427735173,427735173,2019-08-14 19:50:37,Sonofmydad (whattaDREG),Sonofmydad,1415,1314,[],[]
429929648,429929648,2019-08-14 19:08:07,KimberlySAnderson,TheMillionHeir,2588,2350,[],[]
432311745,432311745,2019-08-14 20:14:45,Tas,TasmarazTas,6032,6433,[],[]
432650772,432650772,2019-08-14 18:22:24,❌SnottyYankeeBitchWife🇺🇸❌,ErobErica,3216,3930,[],[]
432721150,432721150,2019-08-14 19:26:47,tuan nguyen,_tnguyen87,71,198,[],[]
433559451,433559451,2019-08-15 16:39:56,Ming Tang,tangming2005,2349,642,[],[]
433886765,433886765,2019-08-14 19:04:03,CD Hilton,realCDHilton,195,444,[],[]
434293941,434293941,2019-08-14 19:06:20,lynn comerford 🇸🇾,lynncomerford,462,1324,[],[]
434617028,434617028,2019-08-14 18:54:35,cadavid valdez,cadavidvaldez,90,731,[],[]
434910897,434910897,2019-08-14 17:47:37,Cynthia Seym ®™,cinrui,13529,13265,[],[]
435075300,435075300,2019-08-15 18:27:32,Nadro,CherieNadro,456,575,[],[]
436341849,436341849,2019-08-14 19:03:40,#GodWins,JVan125,1830,2314,[],[]
437863554,437863554,2019-08-14 19:14:19,Stoic K,TheRealKBurnham,3406,3370,[],[]
437993308,437993308,2019-08-14 19:09:22,CRMaplesJr,CRMaplesJr,292,426,[],[]
438586887,438586887,2019-08-14 18:31:23,KnightYellowVest ⭐⭐⭐,mcccknight37,724,184,[],[]
439586756,439586756,2019-08-14 18:22:53,Bob Holdsworth,HoldsworthBob,2377,4812,[],[]
441338174,441338174,2019-08-14 18:07:31,Wayne Qiu,2000Qiu,12,75,[],[]
442385935,442385935,2019-08-14 20:18:15,Luke Berchowitz,black_pine_tree,172,259,[],[]
444903098,444903098,2019-08-14 18:57:57,Alex 🇺🇸,Rabidcow1,3357,1582,[],[]
445184492,445184492,2019-08-15 16:07:02,Brad Stevens,BPSGroup,2065,2898,[],[]
446587076,446587076,2019-08-14 17:51:55,RevMalthus🔱,Malthusian_Trad,159,708,[],[]
447398617,447398617,2019-08-14 19:22:30,Sue Williams,suewilliams_art,17,57,[],[]
448039362,448039362,2019-08-15 17:34:38,Daniel Scott,dscott019,263,534,[],[]
448587735,448587735,2019-08-14 18:19:55,Fancy Pants,DKCMOM1,1194,1239,[],[]
449152544,449152544,2019-08-14 18:10:02,Shar-Pei,JOelschlegel,116,838,[],[]
452371305,452371305,2019-08-15 17:43:18,Trish~FL,ttdbythesea,779,789,[],[]
453052667,453052667,2019-08-14 19:59:04,🙈🙉🙊,omarh_chingy,925,1069,[],[]
453253617,453253617,2019-08-14 17:57:07,..,VOL_FAN121,598,1297,[],[]
453574972,453574972,2019-08-14 18:37:19,Mel B,melsatx,3995,4727,[],[]
453614391,453614391,2019-08-14 20:07:59,Jessica Chung,dra_jessica,7308,3574,[],[]
453893556,453893556,2019-08-15 16:17:01,FAO Knowledge,FAOKnowledge,135125,20468,[],[]
454232867,454232867,2019-08-14 18:20:38,SGTreport,SGTreport,97620,422,[],[]
454396695,454396695,2019-08-14 19:51:14,lieven adams,LievenAdams,102,125,[],[]
454766386,454766386,2019-08-14 19:46:11,🕳️🚶🥃,oghenejega,582,625,[],[]
454857501,454857501,2019-08-14 19:30:39,CROS_NT,CROS_NT,2598,2427,[],[]
455043739,455043739,2019-08-14 18:37:21,gadgetfreaksta,gadgetfreaksta,411,252,[],[]
455108050,455108050,2019-08-15 16:44:23,AmericanBorn&Bred,jameco01,7528,6815,[],[]
455204777,455204777,2019-08-14 19:15:57,Lori Flaherty,RoyalDiademMag,2529,2709,[],[]
455618910,455618910,2019-08-15 18:39:58,أيمن,purpose7306,1858,1064,[],[]
455824009,455824009,2019-08-14 18:26:34,Mark Bilyeu,MidwestMark228,263,372,[],[]
456908065,456908065,2019-08-14 20:02:50,EveJustWantedToKnowShit⏳,myfinewords,7238,7840,[],[]
457754229,457754229,2019-08-14 19:20:58,Mike,theltkaffee,2977,2544,[],[]
457949297,457949297,2019-08-14 19:58:46,I HAVE WAY TOO MANY COUCHES,Dealer4ThePpl_,91,119,[],[]
458043952,458043952,2019-08-14 19:02:48,RobMaga567,raslady1,5431,5298,[],[]
458047642,458047642,2019-08-14 20:09:23,Clay Borden,OKCRebel,430,819,[],[]
458687872,458687872,2019-08-15 17:02:05,Patrick Osowski,wibearsfan_,560,570,[],[]
461803818,461803818,2019-08-14 19:12:56,UlricHubertRainard23,HubertUlric,1082,3998,[],[]
462274812,462274812,2019-08-15 17:28:34,GEM Royalty 🌎 🔌 ⚒ TNR Gold Corp.,TNR_Gold,2776,3468,[],[]
463291599,463291599,2019-08-14 20:07:54,Fred DeMag,fdemag,622,725,[],[]
463475356,463475356,2019-08-14 19:12:24,Bear ⭐️⭐️⭐️,bearhd57,14481,15659,[],[]
464324989,464324989,2019-08-14 19:07:02,Kathy⭐️⭐️⭐️,crazyaboutOBX,531,890,[],[]
464618945,464618945,2019-08-14 17:45:52,Rose Quartz,411America,16847,14725,[],[]
465659427,465659427,2019-08-14 19:57:24,God bless the Troops ..,swindell_gray,2591,3592,[],[]
465964852,465964852,2019-08-14 19:58:30,"David J. Hoffman, Jr",DavidDhoff68718,63,92,[],[]
466961923,466961923,2019-08-15 16:59:18,Barbara Holzapfel,bnholzapfel,13049,707,[],[]
468641295,468641295,2019-08-14 18:51:04,TC Conseil,CarrierThibault,160,17,[],[]
469913850,469913850,2019-08-14 17:52:04,Carol RN 🌷,pasqueflower19,5375,5205,[],[]
469918487,469918487,2019-08-14 19:05:08,Patti,Grandma8TXID,3352,2502,[],[]
470698834,470698834,2019-08-14 19:05:21,FJ🌺,Folajomi_,1473,965,[],[]
471408973,471408973,2019-08-14 18:49:39,Juan Mantilla,Juandm77,336,777,[],[]
472471129,472471129,2019-08-14 18:37:05,Roberto Iriondo 🗻 🇵🇪 🇺🇸,robiriondo,922,228,[],[]
474621416,474621416,2019-08-14 17:45:12,Chairman,ThetaSleeper,47,218,[],[]
475174557,475174557,2019-08-14 17:54:39,gd49er 🙏🏻🇺🇸 Joshua 1:9,gd49er,32392,31531,[],[]
475282579,475282579,2019-08-15 16:58:17,Goldwing Rider,rider_goldwing,648,585,[],[]
475756346,475756346,2019-08-14 19:19:06,Morey Bowman,ButchMorey,63,216,[],[]
476038173,476038173,2019-08-15 17:48:41,Yasser_saud,Yasser_saud,225,553,[],[]
476325467,476325467,2019-08-14 19:31:27,EDDISON HAYDEN LEWIS,EDDISONHAYDENLE,96,2251,[],[]
476414443,476414443,2019-08-14 18:59:33,didi🦋hopes💫,DidiHopes,1761,3576,[],[]
477098989,477098989,2019-08-14 20:10:06,Andy Hofmann,andy5218,352,654,[],[]
477898442,477898442,2019-08-14 18:08:12,Jordan Hershman,JordanHershman,811,1701,[],[]
478157435,478157435,2019-08-15 17:20:04,❌ #45Cultist ❌,LyndaG1963,21194,17250,[],[]
479135098,479135098,2019-08-14 19:21:28,China For Biden #2020,instavire,481,253,[],[]
479758700,479758700,2019-08-15 17:40:03,markITwrite,markITwrite,137961,132660,[],[]
480621462,480621462,2019-08-14 20:13:19,GPA_Burley,AlBurley,119,100,[],[]
480853069,480853069,2019-08-14 18:52:10,teresaNC,_pcantagonista,10685,11723,[],[]
480875170,480875170,2019-08-14 19:22:45,VonVictor V. Rosenchild | HubBucket Founder & CEO,Rosenchild,10963,5907,[],[]
481867656,481867656,2019-08-15 16:19:12,H2O.ai,h2oai,15675,3794,[],[]
482248505,482248505,2019-08-14 19:27:43,The Medical Post,MedicalPost,9850,1208,[],[]
482420761,482420761,2019-08-14 19:28:28,Deb,dtrusmith,3093,2932,[],[]
482430558,482430558,2019-08-14 20:06:20,SV Conservative,game_changer1,654,957,[],[]
482940372,482940372,2019-08-14 17:46:28,🙏Gemini74♊+++🙏⭐⭐⭐🙏,WelshPatriot74,14259,14144,[],[]
486635529,486635529,2019-08-14 18:37:56,Meghan Williams,blueocean1084,768,939,[],[]
490412942,490412942,2019-08-14 17:56:35,panda,mckenzie642,394,203,[],[]
491377051,491377051,2019-08-14 19:05:32,でじねる@アプリ×Web×仕事術,dejineru,2185,1874,[],[]
491410363,491410363,2019-08-14 17:51:27,American AF 🇺🇸,AmuricanAF,1322,1805,[],[]
491517181,491517181,2019-08-14 18:55:06,Joshua Lehmann,plantman2310,84,472,[],[]
492630177,492630177,2019-08-14 20:00:59,CFA Society Los Angeles,CFA_LA,2091,161,[],[]
493103376,493103376,2019-08-14 20:13:12,Saint Patrick,michael00794256,251,672,[],[]
494492088,494492088,2019-08-14 20:05:37,Eric V. Sanson,evsanson,49,767,[],[]
496486549,496486549,2019-08-14 17:46:41,Gatorgirl 🏈 🇺🇸Truth is powerful.💋,Onesetoflaws,1454,2416,[],[]
497882349,497882349,2019-08-14 17:46:45,USA 2.0  (2000-2100),HollywoodTParty,1028,2367,[],[]
498029266,498029266,2019-08-15 17:49:19,CORPOCON LEGAL,CORPOCON,179,376,[],[]
498716177,498716177,2019-08-14 20:00:53,Helen,hwholcomb,5514,4987,[],[]
499267113,499267113,2019-08-14 19:47:24,🇺🇸Jacob Dillon🇺🇸,ADudeFromNowere,2219,1444,[],[]
500180091,500180091,2019-08-14 18:49:12,Theo Morris,theothor01,68,112,[],[]
500280656,500280656,2019-08-14 18:25:09,Version One Ventures,VersionOneVC,5210,462,[],[]
500333496,500333496,2019-08-15 18:38:13,Jp 73,Justwork73,155,296,[],[]
500673335,500673335,2019-08-14 19:34:25,Emilio Berenguer,berengueremilio,2385,589,[],[]
502083228,502083228,2019-08-14 18:12:30,Debi Ray,debi_ray,1448,2215,[],[]
503190589,503190589,2019-08-14 18:11:47,Explore Beyond,ExploreBeyond,1770,393,[],[]
506320602,506320602,2019-08-14 19:46:00,Luzi 💖,laamigable21,4581,5007,[],[]
509018908,509018908,2019-08-15 16:24:09,Morgan's Musings ⭐⭐⭐,morgansparhawk,7762,7228,[],[]
510953192,510953192,2019-08-15 17:31:13,ابو هديل,ayed6685,264,238,[],[]
511740616,511740616,2019-08-14 19:21:22,BIconnections,biconnections,67750,53036,[],[]
513056748,513056748,2019-08-14 18:30:31,Larry Wright,LarryWright27,18,189,[],[]
513623227,513623227,2019-08-14 18:26:44,Kyle,kyleadr1,151,568,[],[]
514614751,514614751,2019-08-14 18:46:21,#FreeStellaNyanzi,wangarekm,231,274,[],[]
514711223,514711223,2019-08-14 18:58:06,Richard McDonie,klondikewv,737,644,[],[]
516076652,516076652,2019-08-14 19:17:29,Melissa Barnhart,MelBarnhart,493,780,[],[]
516159913,516159913,2019-08-14 18:27:14,Misty Taylor,MistyDeerSlayer,24,69,[],[]
516585511,516585511,2019-08-15 17:14:36,﮼محمد،الشنيف,alshenife,44917,42412,[],[]
516677431,516677431,2019-08-14 19:17:42,Jeeper,jeepndad,129,362,[],[]
516821314,516821314,2019-08-14 19:01:34,James,Sharlie604,71,373,[],[]
518368103,518368103,2019-08-14 18:23:03,ota's,ikitsuki_you,37,87,[],[]
519670291,519670291,2019-08-14 20:27:31,Sylvia,SylviaGam,1478,1171,[],[]
519752525,519752525,2019-08-14 18:54:02,Cody (Bear),fireants25,205,703,[],[]
520298428,520298428,2019-08-14 18:10:17,NetWeight,netweight_,2641,2006,[],[]
520534329,520534329,2019-08-14 19:27:18,Brenda Wood Haver,brendawoodrn,440,310,[],[]
521296721,521296721,2019-08-14 19:57:02,#FreeAssange,ClaireNewton79,1928,4524,[],[]
522482557,522482557,2019-08-14 19:07:44,Lisarob,leasertail,4368,2082,[],[]
522595537,522595537,2019-08-14 17:59:50,AJ Ferreiro,aferr18,205,855,[],[]
522800798,522800798,2019-08-14 20:11:19,CO_Conservative,ReaganRising,1347,1924,[],[]
523149322,523149322,2019-08-14 18:52:56,The Mayor,TheMayor4523,211,170,[],[]
523975873,523975873,2019-08-14 18:57:04,Nigel Willson,NigeSecurityGuy,528,639,[],[]
523977407,523977407,2019-08-14 18:57:54,Ro,RoNa_104,1402,380,[],[]
525320796,525320796,2019-08-15 17:33:11,Skinned,whalepoon,192,399,[],[]
525679102,525679102,2019-08-14 18:28:50,M,MFrankLovell,52,96,[],[]
526360069,526360069,2019-08-14 18:37:26,VeritasGal,VeritasGal,171,474,[],[]
526553172,526553172,2019-08-15 16:31:14,🅡🅐🅟🅗🅐🅔🅛,watchmanralph,381,855,[],[]
526964734,526964734,2019-08-14 18:55:38,I M Rude ⭐️⭐️⭐️,tucsondelsol,15220,15536,[],[]
526967433,526967433,2019-08-14 18:25:00,loman920,loman920,9040,10549,[],[]
526977128,526977128,2019-08-14 17:51:32,Amy💕🇺🇸💕MAGA🐾,amt1203,88,223,[],[]
527599017,527599017,2019-08-14 20:16:56,Jackie,1jmann,3441,4954,[],[]
529314652,529314652,2019-08-14 20:03:38,Savannah,galtak786,158,1158,[],[]
529553165,529553165,2019-08-15 16:25:57,Yvette,BeenAwake,429,618,[],[]
529555113,529555113,2019-08-14 17:45:56,Jewels4Trump,Photodestiny395,253,574,[],[]
529557969,529557969,2019-08-15 18:07:11,America First,therightworks,1585,521,[],[]
529604161,529604161,2019-08-14 18:31:04,DarkToLight⭐️⭐️⭐️✝️,krissieowens,2958,1332,[],[]
529798141,529798141,2019-08-14 20:15:41,LAUNCH Ticker,launchticker,11735,3022,[],[]
530901370,530901370,2019-08-14 18:25:02,Scarlett S Cavanaugh,red8rocks,110,55,[],[]
530969832,530969832,2019-08-15 16:45:07,J.T.,BetTheTurner,179,1093,[],[]
531244825,531244825,2019-08-14 18:49:44,Carrie Webb,webb_carrie,1894,1489,[],[]
531323463,531323463,2019-08-14 18:20:07,KuhleY,KuhlegU,1263,1172,[],[]
531478369,531478369,2019-08-14 19:04:02,PatriotDachshund,jrphilpot,6100,5972,[],[]
531569817,531569817,2019-08-14 18:48:16,Debra Coleman,DebraColeman4,21,84,[],[]
531574692,531574692,2019-08-14 19:19:07,Elle Christensen,ElleChristense1,1721,4070,[],[]
531587714,531587714,2019-08-14 18:26:08,Jeff Tomlin,TomlinJt,206,859,[],[]
531614136,531614136,2019-08-14 18:22:24,sandra x,pdxfirecracker,1301,1778,[],[]
531647851,531647851,2019-08-14 18:48:31,viviane ribeiro arti,viviane41861305,1603,1500,[],[]
531650817,531650817,2019-08-14 18:35:13,michael deberry,OldSkoolTarHeel,1103,2360,[],[]
534396003,534396003,2019-08-15 18:10:24,Markley,MarkleyBoston,640,662,[],[]
534543758,534543758,2019-08-14 18:21:15,WeeGreySheep,WeeGreySheep,51,250,[],[]
534567069,534567069,2019-08-14 19:27:26,Mike Wagner,MikeWagner218,136,107,[],[]
535873240,535873240,2019-08-14 18:23:58,Guy Connor,guy_connor,2021,2502,[],[]
536077972,536077972,2019-08-15 17:10:19,bryan e. hooper,bryanehooper,1,32,[],[]
536105049,536105049,2019-08-14 18:57:42,blueberries&bumblebees,movecountermove,94,398,[],[]
538331009,538331009,2019-08-14 18:10:15,DiarioHumanidadLibre,DiarioHL,35,109,[],[]
538521678,538521678,2019-08-15 18:13:01,SAP NS2,SAPNS2,1108,394,[],[]
539212195,539212195,2019-08-15 18:11:45,KyleMarian 🇵🇭🌏,kylemarian,1239,1338,[],[]
539357972,539357972,2019-08-14 17:48:46,Moshe,DCMoshe,1943,2396,[],[]
539970168,539970168,2019-08-14 18:19:32,Paulo Moreira,paulo_pnexus,42,40,[],[]
539991578,539991578,2019-08-15 17:49:03,The SDE Journey,SDEJourney,70,188,[],[]
540264215,540264215,2019-08-15 16:48:09,Harrison,harrisonbaillie,34,148,[],[]
540729520,540729520,2019-08-15 16:19:15,Catherine Bamford,BamLegal,2186,1840,[],[]
541731281,541731281,2019-08-14 18:21:44,Dr. Jessica L Ware Lab 🏳️‍🌈🇨🇦🇺🇸,JessicaLWareLab,2707,851,[],[]
542758749,542758749,2019-08-14 18:22:38,WAKE UP AMERICA,GodsGirlSong,9371,8389,[],[]
542857691,542857691,2019-08-14 18:54:04,PamelaBourrell,BOURRELL,19168,21051,[],[]
544541210,544541210,2019-08-14 20:04:08,johnricci57@yahoo.com,johnricci57,289,191,[],[]
544589549,544589549,2019-08-14 18:37:37,#DCPREZSHERIFFTRUMP,jizzi1,4408,4965,[],[]
544699349,544699349,2019-08-14 18:24:03,| M a t t h e w |,DC_Matthew,1327,1329,[],[]
547055526,547055526,2019-08-15 18:38:36,Fawekun Toba,fawekuntoba,114,422,[],[]
549009612,549009612,2019-08-14 19:58:49,Maven,calibasl,315,675,[],[]
549013167,549013167,2019-08-14 18:36:12,tweety bird,Mg121460,33,78,[],[]
549600981,549600981,2019-08-14 18:58:26,PattyRains-Patriot,stopthatjunk,3724,4595,[],[]
550084163,550084163,2019-08-14 19:23:31,Given,ku_wrong_pv,1406,1046,[],[]
550326324,550326324,2019-08-14 17:59:31,saiful islam,shishir177753,44,363,[],[]
550356328,550356328,2019-08-14 19:48:33,Jeff Carlson,jcarlson1964,4319,4993,[],[]
550418514,550418514,2019-08-14 18:59:27,Chip,p4tch3sup,96,323,[],[]
550626268,550626268,2019-08-15 17:17:06,Kristy J,tazangel68,80,368,[],[]
550682278,550682278,2019-08-14 18:38:50,claussen,homer969,46,183,[],[]
551384803,551384803,2019-08-14 18:11:49,IAMTHELIVINGLIGHT 🇺🇸🙏⏳☔🌈,livinglight1188,312,454,[],[]
552329866,552329866,2019-08-14 19:56:19,DaveGB,slatesloan,146,84,[],[]
553643100,553643100,2019-08-14 19:29:43,E A,true217,533,1436,[],[]
553691416,553691416,2019-08-14 18:38:36,John Bohan,BaseballMeLove,139,1401,[],[]
553961854,553961854,2019-08-14 17:48:44,Joyce,joycekennedy2,711,1117,[],[]
555031989,555031989,2019-08-14 19:34:22,Ronald van Loon,Ronald_vanLoon,193585,187521,[],[]
555235201,555235201,2019-08-14 19:14:59,OnepartnerIT,onepartnerit,926,1552,[],[]
556887488,556887488,2019-08-15 16:33:58,Lalit Jagtap,jagtap_lalit,256,1375,[],[]
557449581,557449581,2019-08-14 20:06:06,patricia dwyer,DwyerPatty,150,468,[],[]
557988611,557988611,2019-08-14 18:06:31,Stan Burzinski,StanBurzinski,751,1242,[],[]
558102316,558102316,2019-08-15 17:11:51,The BlackStone,GodNation2015,3333,64,[],[]
558440403,558440403,2019-08-14 19:24:31,Jonell Bowman,JonellBowman1,211,48,[],[]
559211484,559211484,2019-08-14 18:26:41,Data Science with R,Rstats4Econ,2448,55,[],[]
559919694,559919694,2019-08-15 17:42:32,Hans Willert,HWillert,4118,4838,[],[]
560154637,560154637,2019-08-14 19:50:27,🇺🇸DeplorableAmerican🇺🇸,FalseLiability,293,399,[],[]
560249080,560249080,2019-08-14 18:33:15,James,jchute70,219,348,[],[]
560796972,560796972,2019-08-14 19:13:56,Dawn Paradiso,DawnHunterton,2495,1269,[],[]
561089634,561089634,2019-08-15 18:09:55,O M,mufc9188,107,249,[],[]
561798484,561798484,2019-08-14 18:24:53,#NEVERFORGET#STANDWITHFLYNN#DECLASS#LOCKTHEMUP,AprilMAGA52,1375,2089,[],[]
562053811,562053811,2019-08-14 19:24:53,Carin,carin109,398,1095,[],[]
562357936,562357936,2019-08-14 20:07:57,unicornsnvelvet🇺🇸⭐️⭐️⭐️ (((+))),unicornsnvelvet,3816,4023,[],[]
